Nader,2024-09-16 13:16:35.173786,IN
Nader,2024-09-16 13:16:40.159174,OUT
bb,2024-09-16 14:22:21.838569,IN
bb,2024-09-16 14:31:04.515728,IN
bb,2024-09-16 14:31:08.794020,OUT
